四川电信,#genre#
東森電影,https://fake-stream.livednow.com/laotv/DongsenMovie?token=d4ad937288691d13efd01ab155bc9413&user_id=5691626638&user_token=b41d00f86e5a3b653dc1b349c2c2276e
東森洋片,https://fake-stream.livednow.com/laotv/DongsenForeignMovie?token=056590c13ea374b1e2acd1f9e3ccd723&user_id=5691626638&user_token=b41d00f86e5a3b653dc1b349c2c2276e
中天新聞台,https://fake-stream.livednow.com/ofiii/4gtv-4gtv009?token=9dac5d0854c30dba5a8f7831c151e0f2&user_id=5691626638&user_token=b41d00f86e5a3b653dc1b349c2c2276e
中天新聞2台,https://fake-stream.livednow.com/youtube/WPfPjbOLNfE?token=40bec3a31232c97c7a5423d89ace692b&user_id=5691626638&user_token=b41d00f86e5a3b653dc1b349c2c2276e
中天亞洲台,https://fake-stream.livednow.com/youtube/s2waUruqze4?token=2d8b533fc1ee27efe5db4fd2f5085a99&user_id=5691626638&user_token=b41d00f86e5a3b653dc1b349c2c2276e
中視,https://fake-stream.livednow.com/4gtv/4gtv-4gtv040?token=ca72b6ff5d757ea06da5c401301a3f49&user_id=5691626638&user_token=b41d00f86e5a3b653dc1b349c2c2276e
中視新聞台,https://fake-stream.livednow.com/4gtv/4gtv-4gtv074?token=dfede1a3669810ff4c61282a92adfb2f&user_id=5691626638&user_token=b41d00f86e5a3b653dc1b349c2c2276e
中視經典台,https://fake-stream.livednow.com/4gtv/124?token=80b3f9e7b74f066c3e523586b8d557d7&user_id=5691626638&user_token=b41d00f86e5a3b653dc1b349c2c2276e
中視菁采台,https://fake-stream.livednow.com/4gtv/123?token=8a4c28b173681716b734325fdbd93ce7&user_id=5691626638&user_token=b41d00f86e5a3b653dc1b349c2c2276e
華視,https://fake-stream.livednow.com/4gtv/6?token=18b4ded23621c0d991b67544d09e866f&user_id=5691626638&user_token=b41d00f86e5a3b653dc1b349c2c2276e
華視新聞,https://fake-stream.livednow.com/4gtv/4gtv-4gtv052?token=3f9f0dceeca5128fa572256ca3688c61&user_id=5691626638&user_token=b41d00f86e5a3b653dc1b349c2c2276e
公視新聞,https://fake-stream.livednow.com/youtube/quwqlazU-c8?token=cbe10d91cfe03e7edf9cb8cb3247ec8a&user_id=5691626638&user_token=b41d00f86e5a3b653dc1b349c2c2276e
公視戲劇,https://fake-stream.livednow.com/4gtv/4gtv-4gtv042?token=078929af7e8ca1243b15e1d86b3d0e71&user_id=5691626638&user_token=b41d00f86e5a3b653dc1b349c2c2276e
鏡電視新聞台,https://fake-stream.livednow.com/4gtv/268?token=d0ae3ceca8432975e14b3da0d46715a3&user_id=5691626638&user_token=b41d00f86e5a3b653dc1b349c2c2276e
寰宇新聞台,https://fake-stream.livednow.com/4gtv/litv-longturn14?token=a48a58477f4f0bf10d930a884df8d23d&user_id=5691626638&user_token=b41d00f86e5a3b653dc1b349c2c2276e
寰宇新聞台灣台,https://fake-stream.livednow.com/4gtv/280?token=d0c34076355b09256a62777348f9af4a&user_id=5691626638&user_token=b41d00f86e5a3b653dc1b349c2c2276e
寰宇財經台,https://fake-stream.livednow.com/4gtv/281?token=29425fe88ac012ae389c984fd90c87b3&user_id=5691626638&user_token=b41d00f86e5a3b653dc1b349c2c2276e
三立綜合台,https://fake-stream.livednow.com/4gtv/169?token=01a01205f7993068eb97a36b7ba5cf43&user_id=5691626638&user_token=b41d00f86e5a3b653dc1b349c2c2276e
三立新聞,https://fake-stream.livednow.com/youtube/FoBfXvlOR6I?token=b82d4a76e2534670cc55b0aa6cb084f9&user_id=5691626638&user_token=b41d00f86e5a3b653dc1b349c2c2276e
三立新聞+,https://fake-stream.livednow.com/youtube/oZdzzvxTfUY?token=082709965a655050f0f1d4a1c89f94e2&user_id=5691626638&user_token=b41d00f86e5a3b653dc1b349c2c2276e
三立財經新聞,https://fake-stream.livednow.com/4gtv/229?token=4a06606239c1e07d3d01370405627503&user_id=5691626638&user_token=b41d00f86e5a3b653dc1b349c2c2276e
半島國際新聞台,https://fake-stream.livednow.com/4gtv/litv-ftv10?token=f741fe4e707fcb88fedb830089c3b4a0&user_id=5691626638&user_token=b41d00f86e5a3b653dc1b349c2c2276e
VOA 美國之音,https://fake-stream.livednow.com/4gtv/litv-ftv03?token=4338e29534b95659f94b7a6817dab525&user_id=5691626638&user_token=b41d00f86e5a3b653dc1b349c2c2276e
DW 德國之聲,https://fake-stream.livednow.com/4gtv/226?token=ef83860f5b7e40b3f52134f8000573b5&user_id=5691626638&user_token=b41d00f86e5a3b653dc1b349c2c2276e
SBN 全球財經台,https://fake-stream.livednow.com/4gtv/224?token=55d0979a13ad8e69a2b4194a7148c876&user_id=5691626638&user_token=b41d00f86e5a3b653dc1b349c2c2276e
CNBC Asia 財經台,https://fake-stream.livednow.com/4gtv/235?token=9f0a673d77150cd8c2099fe969b39ac7&user_id=5691626638&user_token=b41d00f86e5a3b653dc1b349c2c2276e
JapaNews24,https://fake-stream.livednow.com/youtube/coYw-eVU0Ks?token=f8a041919b57296236d3fcfb1c864481&user_id=5691626638&user_token=b41d00f86e5a3b653dc1b349c2c2276e
靖天綜合台,https://fake-stream.livednow.com/4gtv/21?token=53e8ae9735c8eaddc3840946913d4859&user_id=5691626638&user_token=b41d00f86e5a3b653dc1b349c2c2276e
靖天資訊台,https://fake-stream.livednow.com/4gtv/88?token=cc6d395a61717bdaa74be623c03e1293&user_id=5691626638&user_token=b41d00f86e5a3b653dc1b349c2c2276e
靖天日本台,https://fake-stream.livednow.com/4gtv/4gtv-4gtv047?token=d6169004ece38bbcc7f0ef06135fbd52&user_id=5691626638&user_token=b41d00f86e5a3b653dc1b349c2c2276e
靖天卡通台,https://fake-stream.livednow.com/4gtv/15?token=154fcede334ef91894ac12b2ca7093e7&user_id=5691626638&user_token=b41d00f86e5a3b653dc1b349c2c2276e
靖天育樂台,https://fake-stream.livednow.com/4gtv/83?token=f15f03d7f5caebe3a50ba2c708e9af5c&user_id=5691626638&user_token=b41d00f86e5a3b653dc1b349c2c2276e
靖天國際台,https://fake-stream.livednow.com/4gtv/84?token=761bbc9932c7391e82ea144d899826b1&user_id=5691626638&user_token=b41d00f86e5a3b653dc1b349c2c2276e
靖天歡樂台,https://fake-stream.livednow.com/4gtv/119?token=a12d9c7597bf7eea07ddd5c6adde3ab2&user_id=5691626638&user_token=b41d00f86e5a3b653dc1b349c2c2276e
靖天電影台,https://fake-stream.livednow.com/4gtv/4gtv-4gtv061?token=5b639205e26ded7a637e0257013e0744&user_id=5691626638&user_token=b41d00f86e5a3b653dc1b349c2c2276e
靖天戲劇台,https://fake-stream.livednow.com/4gtv/116?token=e06e34ddf1ea7376844aa5f4f9f875c9&user_id=5691626638&user_token=b41d00f86e5a3b653dc1b349c2c2276e
靖天映畫台,https://fake-stream.livednow.com/4gtv/42?token=b229f94b5c14dcf42eabd48b63c1be92&user_id=5691626638&user_token=b41d00f86e5a3b653dc1b349c2c2276e
TVBS,https://fake-stream.livednow.com/4gtv/183?token=65f2416f8cecc2c5f60df5e66d5744fb&user_id=5691626638&user_token=b41d00f86e5a3b653dc1b349c2c2276e
TVBS 新聞台,https://fake-stream.livednow.com/4gtv/129?token=ab733641133fae8b62cdd619ecbea5c6&user_id=5691626638&user_token=b41d00f86e5a3b653dc1b349c2c2276e
TVBS 精采台,https://fake-stream.livednow.com/4gtv/227?token=18069f92a33d9fe1a3319376e7fda4f4&user_id=5691626638&user_token=b41d00f86e5a3b653dc1b349c2c2276e
TVBS 歡樂台,https://fake-stream.livednow.com/4gtv/184?token=914438a4c8a7fdcc9eb2471aa9681962&user_id=5691626638&user_token=b41d00f86e5a3b653dc1b349c2c2276e
TVBS 綜藝台,https://fake-stream.livednow.com/4gtv/284?token=569f060c4a34fea6a4f77fcb64023b0f&user_id=5691626638&user_token=b41d00f86e5a3b653dc1b349c2c2276e
TVBS 台劇台,https://fake-stream.livednow.com/4gtv/285?token=e583f0d67c8a528530414d2884cedb9c&user_id=5691626638&user_token=b41d00f86e5a3b653dc1b349c2c2276e
靖洋卡通 Nice Bingo,https://fake-stream.livednow.com/4gtv/59?token=8d7dac6ff1e42d49b1c88868a9806d1a&user_id=5691626638&user_token=b41d00f86e5a3b653dc1b349c2c2276e
靖洋戲劇台,https://fake-stream.livednow.com/4gtv/118?token=9d65ed6164d628b37d484bc983cda228&user_id=5691626638&user_token=b41d00f86e5a3b653dc1b349c2c2276e
博斯高球台,https://fake-stream.livednow.com/4gtv/48?token=c03cb1aae92473fa868c80a79dec628a&user_id=5691626638&user_token=b41d00f86e5a3b653dc1b349c2c2276e
博斯運動一台,https://fake-stream.livednow.com/4gtv/50?token=611c08985e6eb335bc0132ec502d70e8&user_id=5691626638&user_token=b41d00f86e5a3b653dc1b349c2c2276e
博斯無限台,https://fake-stream.livednow.com/4gtv/51?token=dce56672320592e4b6672528b6bb3553&user_id=5691626638&user_token=b41d00f86e5a3b653dc1b349c2c2276e
博斯網球台,https://fake-stream.livednow.com/4gtv/52?token=2050183257f4761aa2761591d2823008&user_id=5691626638&user_token=b41d00f86e5a3b653dc1b349c2c2276e
TraceSports,https://fake-stream.livednow.com/4gtv/57?token=b3f41f4e89cfcabb62311ea3b7851e8c&user_id=5691626638&user_token=b41d00f86e5a3b653dc1b349c2c2276e
智林體育台,https://fake-stream.livednow.com/4gtv/58?token=c5af6b02132becaec5862e0275233729&user_id=5691626638&user_token=b41d00f86e5a3b653dc1b349c2c2276e
時尚運動X,https://fake-stream.livednow.com/4gtv/69?token=569a6b1d00af29752ca6d53f90db8e39&user_id=5691626638&user_token=b41d00f86e5a3b653dc1b349c2c2276e
GINX Esports TV,https://fake-stream.livednow.com/4gtv/179?token=462b277b46841662804c016372cb7d67&user_id=5691626638&user_token=b41d00f86e5a3b653dc1b349c2c2276e
TechStorm,https://fake-stream.livednow.com/4gtv/181?token=8a739a33a5446128e2e2ce2cdfb32e99&user_id=5691626638&user_token=b41d00f86e5a3b653dc1b349c2c2276e
客家電視台,https://fake-stream.livednow.com/4gtv/107?token=687876a0addb2cb119e8f094cb9d5a09&user_id=5691626638&user_token=b41d00f86e5a3b653dc1b349c2c2276e
原住民族電視台,https://fake-stream.livednow.com/4gtv/273?token=7dade3c549d43bee1bbd74e9e199f01b&user_id=5691626638&user_token=b41d00f86e5a3b653dc1b349c2c2276e
八大綜藝台,https://fake-stream.livednow.com/4gtv/114?token=d310b1c6b30326a8013de7b8ec1b9613&user_id=5691626638&user_token=b41d00f86e5a3b653dc1b349c2c2276e
八大精彩台,https://fake-stream.livednow.com/4gtv/172?token=7d013a38d60f158b1b1265f688e8172b&user_id=5691626638&user_token=b41d00f86e5a3b653dc1b349c2c2276e
愛爾達娛樂台,https://fake-stream.livednow.com/4gtv/4gtv-4gtv070?token=db069a3611acce8397d3d2aa3254120e&user_id=5691626638&user_token=b41d00f86e5a3b653dc1b349c2c2276e
愛爾達生活旅遊台,https://fake-stream.livednow.com/4gtv/237?token=d8cd36a459627529235869e36e9237e1&user_id=5691626638&user_token=b41d00f86e5a3b653dc1b349c2c2276e
Arirang TV,https://fake-stream.livednow.com/4gtv/189?token=e1bc34c1b6389eebc5d5f5d388c36c7c&user_id=5691626638&user_token=b41d00f86e5a3b653dc1b349c2c2276e
好消息,https://fake-stream.livednow.com/4gtv/9?token=bc60af688e9a893d5a162eca2ad22014&user_id=5691626638&user_token=b41d00f86e5a3b653dc1b349c2c2276e
好消息2台,https://fake-stream.livednow.com/4gtv/8?token=fbde28c59fda1fc9b4143c120b50ddbf&user_id=5691626638&user_token=b41d00f86e5a3b653dc1b349c2c2276e
DaVinCi Learning 達文西頻道,https://fake-stream.livednow.com/4gtv/11?token=5d6187154f4face288d87356ae6632ff&user_id=5691626638&user_token=b41d00f86e5a3b653dc1b349c2c2276e
ELTV 生活英語台,https://fake-stream.livednow.com/4gtv/litv-longturn20?token=866832e24d6deeb7e5599e7e8c000b8e&user_id=5691626638&user_token=b41d00f86e5a3b653dc1b349c2c2276e
LiveABC 互動英語台,https://fake-stream.livednow.com/4gtv/188?token=2acff5a7a61152b9fdad3e9d5da4642f&user_id=5691626638&user_token=b41d00f86e5a3b653dc1b349c2c2276e
i-Fun 動漫台,https://fake-stream.livednow.com/4gtv/litv-ftv15?token=68bb9c2ce1eb384cb9122020e57b769d&user_id=5691626638&user_token=b41d00f86e5a3b653dc1b349c2c2276e
MOMO 親子台,https://fake-stream.livednow.com/4gtv/231?token=7ec4f2ff8a5e7179df7529e468ab1b82&user_id=5691626638&user_token=b41d00f86e5a3b653dc1b349c2c2276e
Nickelodeon,https://fake-stream.livednow.com/4gtv/185?token=532cac97b5a8a271d7b557d4c97ab04e&user_id=5691626638&user_token=b41d00f86e5a3b653dc1b349c2c2276e
Nick Jr.,https://fake-stream.livednow.com/4gtv/219?token=3b6f590272bcacda26e73774beb946ad&user_id=5691626638&user_token=b41d00f86e5a3b653dc1b349c2c2276e
Trace Urban,https://fake-stream.livednow.com/4gtv/78?token=fa5f45d1253d0251b2cae4018f9cfef2&user_id=5691626638&user_token=b41d00f86e5a3b653dc1b349c2c2276e
亞洲旅遊台,https://fake-stream.livednow.com/4gtv/250?token=1e7cfaf1f1673342f91b6807ebdc696d&user_id=5691626638&user_token=b41d00f86e5a3b653dc1b349c2c2276e
Love Nature,https://fake-stream.livednow.com/4gtv/139?token=f5ff387859a7a4dd1e7af67aad6b73c8&user_id=5691626638&user_token=b41d00f86e5a3b653dc1b349c2c2276e
Globetrotter 環遊旅行家,https://fake-stream.livednow.com/4gtv/288?token=971c9d270797838bc0746b6e06cddb0c&user_id=5691626638&user_token=b41d00f86e5a3b653dc1b349c2c2276e
LUXE TV,https://fake-stream.livednow.com/4gtv/175?token=282b7444bffeef39013b4ecc3ef28634&user_id=5691626638&user_token=b41d00f86e5a3b653dc1b349c2c2276e
TV5MONDE STYLE HD,https://fake-stream.livednow.com/4gtv/178?token=831209a83263863fbb6d0d00598abf8f&user_id=5691626638&user_token=b41d00f86e5a3b653dc1b349c2c2276e
Pet Club TV,https://fake-stream.livednow.com/4gtv/182?token=18d4c2a1ec47d33b64303b908f61c22c&user_id=5691626638&user_token=b41d00f86e5a3b653dc1b349c2c2276e
滾動力 Rollor,https://fake-stream.livednow.com/4gtv/249?token=9dbcf43aef023aba0956856763d4773d&user_id=5691626638&user_token=b41d00f86e5a3b653dc1b349c2c2276e
幸福空間居家台,https://fake-stream.livednow.com/4gtv/168?token=e3da5a603fd4aa0bd2d3531a99bd0d89&user_id=5691626638&user_token=b41d00f86e5a3b653dc1b349c2c2276e
車迷 TV,https://fake-stream.livednow.com/4gtv/160?token=208315295baa26793278762706010f24&user_id=5691626638&user_token=b41d00f86e5a3b653dc1b349c2c2276e
MTV Live HD 音樂頻道,https://fake-stream.livednow.com/4gtv/213?token=c430feb88a943497c542aaeb2c983b13&user_id=5691626638&user_token=b41d00f86e5a3b653dc1b349c2c2276e
Lifetime 娛樂頻道,https://fake-stream.livednow.com/4gtv/217?token=478ef5ba71751ec404fb29613e72d7b9&user_id=5691626638&user_token=b41d00f86e5a3b653dc1b349c2c2276e
電影原聲台 CMusic,https://fake-stream.livednow.com/4gtv/218?token=c8a4148b53affb473a5a5401f4998141&user_id=5691626638&user_token=b41d00f86e5a3b653dc1b349c2c2276e
Fun 探索娛樂台,https://fake-stream.livednow.com/4gtv/274?token=cdc29f951199b99bc1e01ca7593d82f1&user_id=5691626638&user_token=b41d00f86e5a3b653dc1b349c2c2276e
豬哥亮歌廳秀,https://fake-stream.livednow.com/4gtv/113?token=40c3b2f84b5e53e764ac65ff7e9fc231&user_id=5691626638&user_token=b41d00f86e5a3b653dc1b349c2c2276e
History 歷史頻道,https://fake-stream.livednow.com/4gtv/214?token=6171dd172e14f618375541d353e84e62&user_id=5691626638&user_token=b41d00f86e5a3b653dc1b349c2c2276e
CI 罪案偵查頻道,https://fake-stream.livednow.com/4gtv/215?token=233fb22ef67807d54bc1777d958cf8de&user_id=5691626638&user_token=b41d00f86e5a3b653dc1b349c2c2276e
龍華電影台,https://fake-stream.livednow.com/4gtv/litv-longturn03?token=5fc1547ad0885b7487465cfc93c408ac&user_id=5691626638&user_token=b41d00f86e5a3b653dc1b349c2c2276e
龍華戲劇台,https://fake-stream.livednow.com/4gtv/23?token=f42cb2ceb9fbd50038ad7fa38dcc2225&user_id=5691626638&user_token=b41d00f86e5a3b653dc1b349c2c2276e
龍華日韓台,https://fake-stream.livednow.com/4gtv/litv-longturn11?token=74540094d802181407acb91aec2b7864&user_id=5691626638&user_token=b41d00f86e5a3b653dc1b349c2c2276e
龍華偶像台,https://fake-stream.livednow.com/ofiii/litv-longturn12?token=adf43b4c93d62a343aab1dfc7fd62b27&user_id=5691626638&user_token=b41d00f86e5a3b653dc1b349c2c2276e
龍華經典台,https://fake-stream.livednow.com/ofiii/litv-longturn21?token=097065d67cee38189c035b68a102ed12&user_id=5691626638&user_token=b41d00f86e5a3b653dc1b349c2c2276e
Smart 知識台,https://fake-stream.livednow.com/ofiii/litv-longturn19?token=aed998386fd90109e23d3c04a71daf2c&user_id=5691626638&user_token=b41d00f86e5a3b653dc1b349c2c2276e
台灣戲劇,https://fake-stream.livednow.com/ofiii/litv-longturn22?token=3793bc781913cad2c6daf43f8336f642&user_id=5691626638&user_token=b41d00f86e5a3b653dc1b349c2c2276e
龍祥時代,https://fake-stream.livednow.com/laotv/Longxiang?token=7bc9660eadd7ad971ef527e2f1209761&user_id=5691626638&user_token=b41d00f86e5a3b653dc1b349c2c2276e
視納華仁紀實頻道,https://fake-stream.livednow.com/4gtv/4gtv-4gtv013?token=2ce9910369a57e195d367e8f7abc134c&user_id=5691626638&user_token=b41d00f86e5a3b653dc1b349c2c2276e
采昌影劇台,https://fake-stream.livednow.com/4gtv/25?token=b733f1c181845a96865e6bc5ff00c4f8&user_id=5691626638&user_token=b41d00f86e5a3b653dc1b349c2c2276e
影迷數位電影台,https://fake-stream.livednow.com/4gtv/4gtv-4gtv011?token=dd94c6a8737444388476b53857446a9c&user_id=5691626638&user_token=b41d00f86e5a3b653dc1b349c2c2276e
AMC 最愛電影,https://fake-stream.livednow.com/4gtv/39?token=c8997aef1a692f28d0641fea4f76233e&user_id=5691626638&user_token=b41d00f86e5a3b653dc1b349c2c2276e
CinemaWorld,https://fake-stream.livednow.com/4gtv/225?token=e0dde79f66e21cef36e8acb77a455b81&user_id=5691626638&user_token=b41d00f86e5a3b653dc1b349c2c2276e
My Cinema Europe HD 我的歐洲電影,https://fake-stream.livednow.com/4gtv/176?token=1f02f558fc735d9dcacfa36a43c133bc&user_id=5691626638&user_token=b41d00f86e5a3b653dc1b349c2c2276e
ROCK Action,https://fake-stream.livednow.com/4gtv/180?token=0cc7965328c0149c9897c37420e7a4c4&user_id=5691626638&user_token=b41d00f86e5a3b653dc1b349c2c2276e
HITS 頻道,https://fake-stream.livednow.com/4gtv/186?token=d289786fa5593799df216b61e4131b5d&user_id=5691626638&user_token=b41d00f86e5a3b653dc1b349c2c2276e
金光布袋戲,https://fake-stream.livednow.com/4gtv/236?token=c0f31eb4a562f1926d2b845b28d64d29&user_id=5691626638&user_token=b41d00f86e5a3b653dc1b349c2c2276e
經典電影台,https://fake-stream.livednow.com/4gtv/201?token=1d1758ebd294647baa3f3922c0ad16b7&user_id=5691626638&user_token=b41d00f86e5a3b653dc1b349c2c2276e
經典卡通台,https://fake-stream.livednow.com/4gtv/202?token=aeedd0fd564c255ea00b5d09d5149411&user_id=5691626638&user_token=b41d00f86e5a3b653dc1b349c2c2276e
兒童卡通台,https://fake-stream.livednow.com/4gtv/269?token=a0dd37e98dba71900522b276b6854dc8&user_id=5691626638&user_token=b41d00f86e5a3b653dc1b349c2c2276e
精選動漫台,https://fake-stream.livednow.com/4gtv/204?token=1ee87191f02043fbc133fb3d4fcf24a3&user_id=5691626638&user_token=b41d00f86e5a3b653dc1b349c2c2276e
電影免費看 1台,https://fake-stream.livednow.com/4gtv/272?token=9db399d223ada5f96b2e3acc40ee4275&user_id=5691626638&user_token=b41d00f86e5a3b653dc1b349c2c2276e
電影免費看 2台,https://fake-stream.livednow.com/4gtv/245?token=cfc99230cc5bc1f63f6b9adbe54f4e3a&user_id=5691626638&user_token=b41d00f86e5a3b653dc1b349c2c2276e
戲劇免費看 1台,https://fake-stream.livednow.com/4gtv/270?token=6d920a3e6c271088219aa6d9a5c303e9&user_id=5691626638&user_token=b41d00f86e5a3b653dc1b349c2c2276e
戲劇免費看 2台,https://fake-stream.livednow.com/4gtv/244?token=d3a992fd734e63a35e470307d84f942e&user_id=5691626638&user_token=b41d00f86e5a3b653dc1b349c2c2276e
超人力霸王整套看,https://fake-stream.livednow.com/4gtv/278?token=1aa0cdddd38dbf17af17e2d108c568f6&user_id=5691626638&user_token=b41d00f86e5a3b653dc1b349c2c2276e
花系列 經典劇場,https://fake-stream.livednow.com/4gtv/279?token=82d255c14150dc2ea467d9f140c95c6a&user_id=5691626638&user_token=b41d00f86e5a3b653dc1b349c2c2276e
國會頻道1,https://fake-stream.livednow.com/4gtv/170?token=a5844edec415c58731d6cc04f3dff3b8&user_id=5691626638&user_token=b41d00f86e5a3b653dc1b349c2c2276e
國會頻道2,https://fake-stream.livednow.com/4gtv/171?token=05865b7d67807cf0ac292e13bf8e78ef&user_id=5691626638&user_token=b41d00f86e5a3b653dc1b349c2c2276e
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8
FOX News Now,https://fox-foxnewsnow-samsungus.amagi.tv/playlist.m3u8
人間衛視,https://5ddce30eb4b55.streamlock.net/bltvhd/bltv1/playlist.m3u8
華視HD,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV26.m3u8
三立inews新闻,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV01.m3u8
寰宇新闻,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV02.m3u8
东森财经新闻台,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV03.m3u8
DW,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV08.m3u8
中视新闻,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV09.m3u8
华视影剧,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV12.m3u8
ChannelNewsAsia,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV16.m3u8
民视新闻台,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV17.m3u8
CCTV4,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV20.m3u8
凤凰资讯台,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV22.m3u8
新唐人亚太台,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV23.m3u8
ABC News,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV24.m3u8
台视新闻台,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV25.m3u8
华视娱乐,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV26.m3u8
中天新闻,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV28.m3u8
原视,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV35.m3u8
euro NEWS,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV37.m3u8
france24,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV38.m3u8
CNBCHongKong,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV39.m3u8
镜新闻,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV70.m3u8
TRT World HD,https://tv-trtworld.live.trt.com.tr/master.m3u8
DW,https://abc-iview-mediapackagestreams-2.akamaized.net/out/v1/6e1cc6d25ec0480ea099a5399d73bc4b/index.m3u8
Love Nature 4K,https://d18dyiwu97wm6q.cloudfront.net/v1/master/3722c60a815c199d9c0ef36c5b73da68a62b09d1/LoveNature4K2-prod/playlist.m3u8
DW English (1080p),https://dwamdstream102.akamaized.net/hls/live/2015525/dwstream102/index.m3u8
FTV UHD,https://fash2043.cloudycdn.services/slive/ftv_ftv_4k_hevc_73d_42080_default_466_hls.smil/playlist.m3u8

央视,#genre#
CCTV-1,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225804/index.m3u8
CCTV-1,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226457/index.m3u8
CCTV-1,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226231/index.m3u8
CCTV-2,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226195/index.m3u8
CCTV-2,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226224/index.m3u8
CCTV-3,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226397/index.m3u8
CCTV-4,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226223/index.m3u8
CCTV-4,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226191/index.m3u8
CCTV-5,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226395/index.m3u8
CCTV-5+,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226221/index.m3u8
CCTV5+,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225761/index.m3u8
CCTV-6,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226393/index.m3u8
CCTV-6,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226011/index.m3u8
CCTV-7,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226192/index.m3u8
CCTV-8,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226391/index.m3u8
CCTV-9,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226197/index.m3u8
CCTV-10,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226189/index.m3u8
CCTV-11,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226240/index.m3u8
CCTV-12,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226190/index.m3u8
CCTV-13,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226233/index.m3u8
CCTV-14,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226193/index.m3u8
CCTV-15,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225785/index.m3u8
CCTV-16,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226921/index.m3u8
CCTV-17,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226198/index.m3u8
CCTV-世界地理,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226947/index.m3u8
CCTV-风云剧场,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226950/index.m3u8
CCTV-第一剧场,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226959/index.m3u8
CCTV-女性时尚,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226969/index.m3u8
CCTV-风云音乐,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226953/index.m3u8
CCTV-央视台球,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226956/index.m3u8
CCTV-怀旧剧场,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226972/index.m3u8
CCTV-兵器科技,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226975/index.m3u8
CCTV-电视指南,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226987/index.m3u8
CCTV-高尔夫网球,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226978/index.m3u8
CCTV-风云足球,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226984/index.m3u8
CCTV-央视文化精品,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226981/index.m3u8
CCTV1综合,https://node1.olelive.com:6443/live/CCTV1HD/hls.m3u8
CCTV2财经,https://node1.olelive.com:6443/live/CCTV2HD/hls.m3u8
